rating,parent_asin,timestamp,review,category
5,B01BRVADG6,2020-12-22 23:56:48.212,This stuff is great right out of the shower. Very light oil with light scent too.  Doesn't grease up or overwhelm.,All_Beauty
5,B01BRVADG6,2017-07-02 06:35:32.063,Great. Love it. Great product. All beneficial oils for skin are included in one bottle . Would be very pricey to purchase them separately. Love it.,All_Beauty
5,B01BRVADG6,2020-01-07 15:11:57.888,"Good bye dry skin. Excellent oil, especially for very dry skin.",All_Beauty
5,B01BRVADG6,2018-03-07 07:46:05.197,Five Stars. Best body oil! I've been using this for years!,All_Beauty
5,B01BRVADG6,2019-01-23 18:12:06.666,"Best OIL EVER & Smells Lovely!!! I’ve been buying it for around 10 years!!! I used to buy this oil from my local Better Health stores, but they finally stopped selling it. I think people were just unaware, but I use it on my hair and my skin! I especially mix it in my Lubriderm Advanced Moisturizer and Nivea Cream - all 3 together!!! :-D",All_Beauty
5,B01BRVADG6,2019-03-18 18:12:17.718,One of my most favorite things. I absolutely love this oil and use it for everything.  I apply it to my face several times a day and my skin looks great.  It is very gentle and doesn't cause breakouts.,All_Beauty
5,B01BRVADG6,2016-12-29 04:22:37.000,Highly recommend! Best oil ever! I've been using it for years!,All_Beauty
5,B01BRVADG6,2019-05-19 23:50:40.257,"Truly amazing product. I have been using this massage oil for years, but this oil is also great for using on one's scalp.  I have reordered several times and will continue to order for skin use as well!",All_Beauty
4,B01BRVADG6,2016-11-10 01:24:42.000,"Yummy Smell & Good for you Skin! I love this product! Especially the smell, but since I got (3) as a bundle, I would have liked to save at least an extra dollar on each",All_Beauty
5,B01BRVADG6,2018-12-25 15:15:31.422,The perfect oil blend. Lovely scent and great conaistemcy.,All_Beauty
5,B01BRVADG6,2019-09-29 04:03:12.717,"Great replacement  for the lotion. Been  using  the seven  wonders lotion for many years, now formula has changed and purchased this instead. This is very good and smells  just like the original  lotion.",All_Beauty
5,B01BRVADG6,2019-05-05 06:05:40.680,Best massage oil. Great massage oil for deep tissue massage and smells great.,All_Beauty
5,B01BRVADG6,2018-03-08 01:36:28.148,Five Stars. verry pleasant smell - helps skin stay soft.,All_Beauty
5,B01BRVADG6,2018-03-20 19:24:27.936,Wonderful brand of oils. Seller shipped quickly and without hassle.<br />Would purchase again.,All_Beauty
5,B01BRVADG6,2017-08-03 15:42:26.748,"Love this stuff. Love this stuff, use it on skin and hair for conditioning, and a little goes a long way.  Promotes rapid healing on burned, abraded, and very dry skin.",All_Beauty
5,B01BRVADG6,2021-11-30 00:52:10.081,Satin Skin. I've used this product for years and it's wonderful.  Apply after bath/shower and watch your skin = it has a sheen.,All_Beauty
5,B01BRVADG6,2021-08-27 19:17:03.316,Healthy looking skin!! Great natural moisture!!!!,All_Beauty
5,B01BRVADG6,2021-12-15 22:57:55.432,Great product. Great product,All_Beauty
4,B01BRVADG6,2016-05-28 02:22:31.000,Four Stars. Works well and inimical,All_Beauty
5,B01BRVADG6,2018-04-21 22:53:31.370,We buy 3 at a time so we don't run out. Most amazing oil ever.  Used it for years and the price is good here.,All_Beauty
5,B01BRVADG6,2018-08-03 03:42:53.286,"Five Stars. Love, love love this oil, it makes my skin feel and look younger than I am!",All_Beauty
5,B01BRVADG6,2021-03-26 11:44:00.929,Best Oil in the Market!! Great product. The oil is a mutli-use oil and it keeps you skin every soft. Smells great as well.,All_Beauty
5,B01BRVADG6,2020-12-19 18:42:35.573,Love this oil. Full body.  Feels great,All_Beauty
5,B01ANID80C,2016-09-18 11:42:51.000,Embrace the silver fox. Very easy to use. Been coloring my hair for years. Wanted to embrace my gray hair. This product is a great way to help transition as my hair grows out. I love the product.,All_Beauty
5,B01ANID80C,2016-06-21 23:56:18.000,Five Stars. good,All_Beauty
5,B01ANID80C,2019-08-08 01:22:33.969,Thumbs up. Thumbs up.  Great product,All_Beauty
5,B01ANID80C,2016-09-07 02:25:39.000,Five Stars. Pretty cool stuff. Easy to use and washes right out. Pretty much looks just like the pictures.,All_Beauty
4,B01ANID80C,2017-04-24 13:49:27.000,Like it but it gets stiff -- in the jar. Like it but when I opened it it was creamy- next time I opened it it is stiffening up.  Is this normal?  Can I get it creamy again?  I still have the plastic barrier under the lid and everything - would be interested to know if anyone else has found this and if you were able to do anything about it.,All_Beauty
5,B01ANID80C,2017-07-11 03:34:03.943,"but great finished results even on black hair. A little time consuming and tricky to apply, but great finished results even on black hair!",All_Beauty
5,B01ANID80C,2016-07-06 10:34:06.000,"Fun and easy to use! This Hair Color Styler Wax is pretty cool stuff.  I am not one to buy and use temporary hair coloring products beause most of them look really fake when applied.  What caught my eye to this product is how it looked on a couple of the sample images shown with light application on this Amazon product page.  The images where it shows the styler wax applied on heavy looks a bit fake and painted on.  When I received this Color Styler, it came in a nice box packaging and the container is a really nice plastic twist top box.  So cool!  Funny that there is no English instructions on the packaging.  Luckily this product is simple and self explanatory.  The wax product is creamy in texture with a pearlescent sheen.  Apply some onto fingers and rub against the palm of hands and onto desired hair strands.  I find that when I applied it heavily into streaks, it looked really fake and Halloween-ish.  The best results is a light dusted effect over dry hair and then follow with hairspray to style and hold.  What is great about this product is that it washes off hands very easily and rinses off hair with one shampoo wash.<br />This is a very special hair wax product that is easy and fun to use.  A definite keeper in my hair product arsenal and highly recomended to anyone who wants to add a touch something specail without a permanent commitment.<br />I received this product in excange for my honest and unbiased review.  A definite 5 star product from Japan.",All_Beauty
4,B01ANID80C,2017-03-05 02:28:15.000,"Great for lighter hair. I enjoy this product a lot ;although, I do have to warn it is messy and sticks to your scalp. I have used it with my light bleached blonde hair and it did turn it a very light white color. I also used it on my natural medium brown hair which just made it seem a bit icy but wasn't very noticeable.",All_Beauty
2,B01ANID80C,2018-02-20 20:06:46.917,Its little dry. Mine arrived all cracked. Its little dry.<br />Mine arrived all cracked.,All_Beauty
5,B01ANID80C,2017-01-24 21:45:27.000,SILVER COLOR is GREAT. Does what it says it will do. I apply to dry hair. It can be messy just WASH your hands after applying. I would suggest washing your hair before bed as I am quite sure it would get on your pillow.,All_Beauty
3,B01ANID80C,2016-10-27 22:36:41.000,Three Stars. It's not bad but I don't like the way it makes my hair feel after application,All_Beauty
3,B01ANID80C,2018-03-11 00:01:45.393,Three Stars. ok,All_Beauty
4,B01ANID80C,2017-01-18 09:21:05.000,"it comes off easily with a shower/rinse. This product has a more natural matte finish to it versus a glossy metallic look. When you want to take it off, it comes off easily with a shower/rinse. All in all, decent product and will probably buy more.",All_Beauty
5,B01ANID80C,2016-07-18 00:17:41.000,"Great stuff. This Hair Color Styler Wax is pretty cool stuff. I am not one to buy and use temporary hair coloring products beause most of them look really fake when applied. What caught my eye to this product is how it looked on a couple of the sample images shown with light application on this Amazon product page. The images where it shows the styler wax applied on heavy looks a bit fake and painted on. When I received this Color Styler, it came in a nice box packaging and the container is a really nice plastic twist top box. So cool! Funny that there is no English instructions on the packaging. Luckily this product is simple and self explanatory. The wax product is creamy in texture with a pearlescent sheen. Apply some onto fingers and rub against the palm of hands and onto desired hair strands. I find that when I applied it heavily into streaks, it looked really fake and Halloween-ish. The best results is a light dusted effect over dry hair and then follow with hairspray to style and hold. What is great about this product is that it washes off hands very easily and rinses off hair with one shampoo wash.<br />This is a very special hair wax product that is easy and fun to use. A definite keeper in my hair product arsenal and highly recomended to anyone who wants to add a touch something specail without a permanent commitment.<br />I received this product in excange for my honest and unbiased review. A definite 5 star product from Japan.",All_Beauty
5,B01ANID80C,2017-03-21 15:50:36.000,Excellent. Great product. As an actor - adds some gray when needed. Looks completely natural.,All_Beauty
2,B01ANID80C,2017-09-06 17:12:45.498,Two Stars. Was disappointed in the product.  Very gummy.  Hard to use.,All_Beauty
5,B01ANID80C,2016-06-25 20:47:24.000,"Great temporary dye. I absolutely love to dye my hair. Unfortunately, I can not dye my hair as much as I want to or my hair would be completely fried!  I stumbled upon this color styler that is a temporary color. Silver ash is the color and I kind of like it. Great for cosplayers or Halloween or even just to go out. It is fun to use and completely fail proof. Comes in a great box so you can use it after you are done with the wax.<br />When I first opened it, I noticed a hint of playdo smell. It felt creamy and was easy to dab on the hair. I say dab because that is what I did, dab it into a part of my hair to turn it silver. I used a comb to work it through the hair so it did not look all clumped up in one spot. It looks pretty good. I can not wait to try a whole section of the hair! I received this color styler at a discount for my unbiased and honest review.  Thanks for reading!",All_Beauty
5,B01ANID80C,2017-01-02 18:06:07.000,"Worked great, convincing as part of a costume. This stuff really works, and when applied correctly can give you a distinct grey/silver, or if done lighter a decent salt and pepper (darker hair). I actually used it to fairly convincing effect as Santa in my natural beard. It wasnt &#34;snow white&#34; like the fake santa beards you see out there, but a natural looking grey.  Once set it did not really rub off onto my hands or clothes etc and did not run when getting a little wet.  It was a bit of a struggle to wash out, so wash, rinse and repeat! This is a must-have product for temporary grey in a theater type setting and like i said was convincing while face to face.  I recommend cleaning up any edges of skin with a cotton ball and some rubbing alcohol after applying.<br /><br />The labee and all directions are in Korean or Japanese",All_Beauty
4,B01ANID80C,2017-04-19 18:26:40.000,"it's a pretty good product. it's a pretty good product, works pretty well, just as advertised. Though it is a bit messy, it's still fun to mess with.",All_Beauty
5,B01ANID80C,2018-03-05 01:40:43.010,"Great product. Tried other brands . This one is the best. Alittle goes along way. Moisten hands , take a tiny bit and spread like u r soping . Apply .",All_Beauty
2,B01ANID80C,2017-03-06 18:27:59.000,"I feel like the color sticks on my hands a lot more ... As a hair gel, it's really hard to work it into my hair. I feel like the color sticks on my hands a lot more than being on my hair. Not a big fan, especially for the price",All_Beauty
5,B01ANID80C,2017-01-30 22:48:51.000,"great product, look as advertised and washes off easily. Excatly what I expected !! great product, look as advertised and washes off easily.",All_Beauty
5,B01ANID80C,2017-04-22 01:06:54.000,Compliments! This product was awesome! I got so many compliments when I put it on. Goes on easy and washes off with ease! I styled my hair in a comb over and the color looked so dope!! Highly recommend it!,All_Beauty
3,B01ANID80C,2016-12-06 06:45:31.000,not bad but u have to apply a lot to get ... not bad but u have to apply a lot to get the results u looking for plus its super sticky,All_Beauty
5,B01ANID80C,2017-01-31 03:44:01.000,This product is awesome and I have jet black hair. This product is awesome and I have jet black hair. Easy to apply. If you make a mess like someone said in a review it is because you must not be too smart lol,All_Beauty
1,B072L84514,2017-10-18 18:51:58.997,"Not good. My unit must of been defective, it boils the  acetone it leaks and it has melted my on off button to where I can't even use it anymore.<br /> I have not contacted the seller. But after writing this review I think it's the best thing so that they will be aware of what happened to the unit and hopefully I will get a replacement. I did attach a photo to show the button and it even melted the temperature indicators plastic right off.",All_Beauty
5,B072L84514,2017-06-28 23:00:21.744,💅. It took several cycles to remove all of the polish but still works a lot better than soaking off. It gets hot as well. Overall though I love it!,All_Beauty
4,B072L84514,2018-04-01 18:15:09.824,Works surprisingly good. Works much better than soaking gel nails off.  Still have to leave mine in for about 15 minutes but most of the policy comes off in one piece after that if you work it off with the included tool.  May have to put a few fingers back in for a few minutes but works much better for me than soaking.  Less damage to nails. Only reason I gave it 4 stars is the indicator lights are a little hard to understand.,All_Beauty
4,B072L84514,2018-01-29 17:06:58.597,"It works; just have to find the right balance. I've used several times now and found that this works best for us if we use Gelish Artificial Nail Remover (since we use Gelish structure gel and polishes) to break down the polish.  We do take quite a bit of the top layers off before we steam.  I also put my fingers in on the H (heating setting) so that it does get hot and then switches to the steam setting.  I don't find the temperature to be so hot that I get burned, but I do have to pull my fingers out about 8 minutes in, cool off a second and then right back in.  Oh, I have had the steamer on and gone through the entire H (heating); S (steam) and W (warm) before I turn the machine off and then back on to redo the cycle.  We find this breaks the polish down quicker than if you put your nails in during the steam and warm only.  So, far using the artificial nail remover rather than acetone has not hurt the plastic tray so I believe this will work very, very well for us.  Two of us having been trying to find the best combination and this seems to work best for us.",All_Beauty
5,B072L84514,2017-09-23 14:49:59.241,"Just get it! Amazing! Easy to use and it removed my gel nail polish in 5 minutes without completely drying my nails. And it doesn’t take much acetone either. If you use gel nail polish regularly, I highly recommend this.",All_Beauty
5,B072L84514,2017-06-10 22:12:48.710,"Works surprisingly well. I've seen these steamer machines that are used to remove gel nail polish and while I've always wanted to try them, I was very skeptical and unwilling to spend the money on a gadget that may or may not work. But, removing the gel polish is the worst part or the thing I hate about gel polish: it's time consuming and so hard on the nail bed. I've seen mixed reviews online about gel polish steamers but I finally decided to try one.<br />This gel polish remover machine actually works. It was easy to put together and I was able to completely remove my gel polish in under 20 minutes. First and most important is to file the top layer of gel down first with a nail file before using this device. I was not able to get the gel polish offf without filing the surface first. I put about two capfuls of 100% acetone (you can use less) into the little tray and turned the machine on. Once it beeps, you can stick your fingers inside. It gets a little hot but it's not painful. After five minutes the machine will beep and I am able to scrape off most of the gel polish. I have to do a second round to get certain areas that just won't scrape off. And when I say scrape off, I mean easily scrape off not scraping and hurting the surface of the nail. I guess I should say push off the gel polish to remove it. I leave the remaining acetone in the tray and either reuse it or dump it. I would say this is easier than using aluminum foil or plastic nail caps because you do the whole hand at once. With foil or plastic caps, I never get my whole hand done at once. This was easier and I didn't use any cotton balls and I used less acetone.<br /><br />The device is a little pricey. It's basically a warming plate fitted inside a contained area with holes to place your fingers. It's worth the money to me because I hate the process of gel removal. I  like that the company provides four replacement plastic pieces for the nail holes. It took me a while to figure out what the replacement pieces were for but after reading one of the reviews I now realize what it's used for. There is also a second plastic tray to put the nail polish remover or acetone in. My only criticism is that I wish the device was smaller as I have a lot of nail stuff and this will just add to it all. It's not the fanciest looking device but it does the job.",All_Beauty
5,B072L84514,2018-10-05 05:51:57.909,"Love this polish remover!!!!! I love this polish remover! I have tried several different ways to remove my gel polish. Foil soaks, foil packets, acetone in a bowl placed in hot water.... every method took waaaay to long and was massively inconvenient and awkward. Now I put just a little acetone in this, turn it on and in 5 minutes, my gel polish is ready to rub off. Gets a little hot sometimes, so you need to watch the lights and make sure you don't put your hands in when the light is red. Otherwise, I have absolutely no complaints about this. It came with an extra rubber finger diaphragm and an extra plastic remover dish. So far I've been using this for almost a year and am still using the original diaphragm and dish. I can have my polish off both hands in about 10 minutes. And have suffered a lot less nail bed damage using this then any other method I've tried. Did I say I love this polish remover? Well, I do!",All_Beauty
5,B072L84514,2018-02-03 22:01:23.394,Five Stars. Works well. Makes gel removal easy,All_Beauty
1,B072L84514,2017-09-02 19:25:15.735,Gel nail remover by Elera. Unfortunately didn't work. Sad But returning for refund.,All_Beauty
5,B072L84514,2018-05-28 19:53:44.339,Five Stars. so much better than foil - works great,All_Beauty
3,B072L84514,2017-09-28 19:13:29.096,Not good for acrylics. I purchased this hoping that it could remove acrylic nails. It did not work. I did three 10 minutes intervals and only a little acrylic came off. I had to soak my nails in a bowl of acetone to remove the acrylic.,All_Beauty
4,B072L84514,2017-07-05 01:06:32.959,Is not turning on. Update**<br />So seller contacted me like the next day and sent a replacement.<br />Replacement does work. I recommend the seller for the prompt customer service and for the steamer I have to file my nail polish so the steam can weaken it in I can peel it off easily and I believe that different nail polishes are harder than others.  So it took two rounds 10min each per hand.<br />Still faster than my old method.<br />But I'm still ISO the one that peels easier.<br />It also stunk up the whole house so I will now be using it next to the window. Or in the garage with the door open. Lol<br />Those are the nails after 3 - 5 min. I already had a little damage on the ring nail. After the clean up that's the only one that showed the damage still. Lol<br />Third update***<br />Wow this third time I was wearing thick polish and just one whole round of two 5 minutes and a plastic scraper took the polish off I liked it I thought I hated it but now I like it I'm going to use it as now every week.,All_Beauty
5,B072L84514,2017-08-14 19:50:59.287,"A+. Works awesome for removing stubborn gel nails.  It does not take much remover, and my gel nails came off within 10 min.",All_Beauty
5,B072L84514,2018-01-22 22:41:58.088,Great product that does the job so much better! I love this thing! I HATED having to put the foil and/or clips on my fingers and wait and wait for them to soak off. This device works much faster and I can USE my hand if I absolutely have to. It seems to be gentler for removal and require less scraping to get the polish off. I would definitely recommend it to anyone in the market for an easier and less harsh way to remove their own gels.,All_Beauty
5,B072L84514,2017-07-10 18:38:23.570,Easy to use. It comes without instructions. Information is available on YouTube from other brands that are almost identical. The product so far does its job. Uses little acetone. Make sure you file your Gel TOP COAT. Otherwise it takes much longer.,All_Beauty
5,B072L84514,2017-12-15 01:25:17.425,"works as expected. don't put too much acetone in ... works as expected. don't put too much acetone in it, that was my first mistake and i thought my fingers were going to burn off from how hot it got. there's a tiny line indicating 5ml which is barely any acetone at all so just do that. be sure to really file your nails down with the file before putting your hand in it. removed almost all of my gel in the 5 minutes as it described, some parts of the nail were a little stubborn but a quick dip back into the machine and it came right off. just be sure to follow the instructions and don't burn your fingers off. :D",All_Beauty
5,B072L84514,2017-07-21 16:36:13.089,"It's easier to remove gel nails from my fingers with ... It's easier to remove gel nails from my fingers with this remover. No more excessive drying and irritating on the skin around my nails from the traditional foil-wrapping. I told my friends about it, and they want one, too. I will be ordering one for my friend as a gift soon.",All_Beauty
5,B072L84514,2017-09-09 11:26:35.973,"Awesome Product! I do my own gel nails.  After a while, I stopped doing them because it was such a pain to remove the gel polish. One day while talking to a coworker who also does nails professionally, she mentioned this gadget.  I knew nothing about steam removers!  I ordered this one.  I absolutely LOVE it and have resumed doing my nails weekly.  It literally takes me about 5 minutes now to remove the polish and doesnt damage my nails.",All_Beauty
1,B072L84514,2017-12-03 22:58:15.148,One Star. Only used once and the on off switch melted and does not work anymore,All_Beauty
1,B072L84514,2017-08-01 10:30:48.015,One Star. The product did not work it would not heat thereforth I sent it back did not order another one,All_Beauty
5,B072L84514,2018-07-17 00:53:39.901,Great buy for someone who does their own nails regularly. Love this product!  It helps the polish come off so easily and makes the process so much faster and clean up easy!,All_Beauty
5,B072L84514,2017-08-19 00:24:19.058,"Amazing! My nail life will never be the same again. The soak off process was the very reason that I lost interest in doing my nails, as it was making my nails weak  this tour has been a game changer! I do find that after it seems and then switches into that H or hot mode whatever it is, I may need to shut it off and restart the warm and steam process so that I can get a boost of steam power. I use it to remove my dip powder manicure.",All_Beauty
1,B072L84514,2017-10-17 17:00:37.287,One Star. Received wrong cable; two female prong instead of one female prong on the machine. This one is going back.,All_Beauty
4,B072L84514,2018-03-21 00:47:52.924,Four Stars. Need to use the whole 15 minutes on each hand to properly melt the gel paint.  Worked well.,All_Beauty
1,B072L84514,2017-10-09 01:38:39.039,Does not remove faster - Burns fingers - Do not buy. This product doesn’t help to remove the polish any faster than soaking in polish remover.  You do get to burn your fingers in the process.  I ensured I waited until the light cycled to the w for warm but it didn’t make a difference.  Please save yourself the time and burns and do not buy this product,All_Beauty
3,B072L84514,2017-08-28 22:38:04.244,"Poor instructions, helps some. I was so thrilled to find an alternative to grinding or peeling off my at home gel polish and couldn't wait for it to arrive. Unfortunately, I think the ease of removal was a bit overstated and the instructions pretty much consisted of &#34;turn on and stick your fingers in the holes&#34;. Don't get me wrong, i figured it out and it definitely is easier to use and more successful the soaking in acetone, but I found the remove the polish, it still required quite a bit of chiseling with the enclose tool.",All_Beauty
1,B072L84514,2019-01-17 02:46:05.693,"Does not work. Sender send it in a plastic bag. Looks opened and I went to reject it but postal said it looks opened and won't accept it. I said it comes in like that, even they think it looks bad when it came in as if it was opened",All_Beauty
3,B072L84514,2018-03-14 01:32:14.031,Works Well. Ordered this gor my in home nail salon. Works but took longer than the time stated in the instructions. After removal the plastic finger shield was dirty. It came with a couple of replacements but I’m wondering how long that last.<br /><br />Uses less acetone than the method that I was previously using.,All_Beauty
5,B072L84514,2017-10-26 22:18:50.159,Love it! I really debated on buying this but I’m glad that I did. It has worked perfectly and is much easier than trying to soak off my gel polish by other ways. Make sure that you scuff your polish prior and leave them in for the full cycle once it is heated up. I do my nails more often now!,All_Beauty
5,B072L84514,2017-07-27 03:08:09.557,Ok this thing is awesome!! Ok this thing is awesome!!! I normally get my nails sanded down and then soaked in acetone and it hurts my finger tips but this way its not painful and make the gel super easy to take off!!,All_Beauty
5,B072L84514,2017-06-21 18:33:28.360,Five Stars. Loved this! Much easier than putting foil over nails. Buy this. You won't regret it!,All_Beauty
1,B072L84514,2018-01-27 02:33:16.082,I don’t recommend it. This got so hot that it melted the on off switch the second time using it. I don’t recommend it.,All_Beauty
1,B072L84514,2017-10-11 02:42:07.779,"One Star. Wrong power cord.......seriously?!?! The most basic thing, you can’t get that right???",All_Beauty
3,B072L84514,2017-12-30 05:06:19.151,"Three Stars. Worked well, however metal tool dug into the my nails.",All_Beauty
5,B072L84514,2017-09-13 04:04:02.741,"I was hesitant to purchase this product but so glad I did. I was hesitant to purchase this product but so glad I did!! This was so easy to use and took less time to get the gel off my nails! In my picture, this was after I followed the directs, scraped off the gel, and before buffing them smooth.",All_Beauty
1,B072L84514,2018-01-30 18:45:24.939,I have only used this twice and the buttons have ... I have only used this twice and the buttons have completely melted. I can’t switch it on or off. I used it yesterday for the second tome and my client complained that is was burning her hands. I am definitely returning this product TODAY for a full refund 🤬,All_Beauty
3,B072L84514,2018-03-05 17:35:55.489,"meh... I really liked this because I wouldn't have to soak my whole fingertip in acetone. It was a little slower than I could do soaking in a acetone with a heated bowl. Sometimes it would heat up hotter than other times, and the directions weren't super clear. I've used this probably every other week since I recieved it in Dec 2017 and now the button is starting to melt/break. Don't think I will repurchase.",All_Beauty
1,B072L84514,2018-04-11 13:42:08.290,"Wouldn't turn on... The first time I tried to use it, it wouldn't work. I tried moving the cords around, using a different outlet, literally everything I could think of but the light would never come on.",All_Beauty
2,B072L84514,2018-04-14 11:37:16.918,Breaks easily! It worked pretty good but not for long. I’ve gone through two machines in 6 months. I tried yo ask if there is any Warrenty with no response.,All_Beauty
5,B072L84514,2018-04-14 04:21:47.291,"this is a good way to remove gel polish. Gets the job done. Removes gel nail polish. Does take a few intervals though, but if you have the time, this is a good way to remove gel polish.",All_Beauty
5,B072L84514,2017-09-17 21:24:41.005,"Hands down (pun intended) the best way to remove Gel polish. Absolute must have if you use gel, shellac, or dip powder on your nails. I've used foil, plastic clamps, rubber tips, even dome finger caps that make each nail look like it's in a little acetone fish bowl but this is by far the most convenient and efficient way to use acetone. Eliminates acetone messes and waste.  Cuts removal time at least in half. Use 100% acentone! I also mix in a little healthy nail additive to my 100% acetone before I use it and still works great.<br /><br />Great customer service! First unit I received did not work but the immediately replaced with a new unit.",All_Beauty
5,B072L84514,2017-10-09 03:26:35.187,5 stars. I love this product.  I was soaking my nails and wrapping and scraping them and it seemed to take forever to remove all of the gel polish. Now it takes half the time and I look forward to changing my nail color more often.,All_Beauty
1,B072L84514,2017-07-04 18:04:38.948,"DO NOT BUY!!!!! I did not receive the power cord for this item, DO NOT BUY!!!!!",All_Beauty
2,B072L84514,2018-10-18 12:47:02.732,"Faulty construction/ possibly dangerous electrical problem. This steamer was  wonderful at soaking the gel polish off but the construction of the machine is faulty. This is my second machine and both, after a few months, have fallen apart. The place where you plug The cord into the machine has come loose and acetone leaks through it. I cannot understand how this could not be a dangerous electrical problem. I have included photos. The photo shows where the piece is coming out of the machine where you plug in the electrical cord and that is where the acetone leaks from.",All_Beauty
5,B072L84514,2017-11-20 22:09:53.356,Super stoked. It made taking off my gel polish so much easier!! Super stoked,All_Beauty
5,B072L84514,2017-09-18 04:16:07.057,Fantastic! Fantastic!!! I like this product. Is easy to use and is very helpfull. In only 5 min for each hand the gel are remove.,All_Beauty
1,B072L84514,2017-12-15 11:20:04.614,"It burns, It doesn't have a warming time, ... It burns, It doesn't have a warming time, when it turns to the ready light and you put your fingers in, ii is very hot.",All_Beauty
5,B01J528VDG,2018-09-20 17:55:21.901,Love it. Much better than using kleenex to wipe sweat off my forehead,All_Beauty
1,B01J528VDG,2019-04-02 15:49:40.013,"Did not work for me. I have oily combination skin, (forehead, nose, chin). I saw all the reviews and thought this would help me to. I have tried many different blotting papers. charcoal, tea tree, Clean & Clear, Walgreens. I still prefer the blue ones off brand for Clean & Clear, they do not rip like the charcoal and tea tree ones do. I was unhappy with this product. The blotting cushion is what you would expect in a compact. I did not contact the seller.",All_Beauty
5,B01J528VDG,2018-09-27 20:38:08.172,Great Idea! It works and I love the compact and purple color. Everybody would stare at me as I papered off my facial oil. This will look so much classier.,All_Beauty
5,B01J528VDG,2020-04-26 16:36:40.009,I use it as a beauty blender. So I don’t really use it as blotting sponge as I use it to apply my foundation with it and I am very happy with the size and packaging,All_Beauty
5,B01J528VDG,2018-07-23 11:03:18.995,This is a very nice compact and the sponges are thick and absorbent. This is a very nice compact and the sponges are thick and absorbent. I am pleased with the quality of this product.,All_Beauty
4,B01J528VDG,2019-02-23 03:32:42.265,Not bad. Does what it should. Just don't like that there really isn't a way to clean it without soap. Otherwise you are trying to wipe away oil with an oily sponge.,All_Beauty
1,B01J528VDG,2020-10-19 06:53:43.506,Doesn’t work. This does not blot at all. I tried a few times and the sponge did not absorb anything.,All_Beauty
5,B01J528VDG,2017-11-21 18:15:28.084,Five Stars. GREAT for a oily face!,All_Beauty
5,B01J528VDG,2017-01-14 02:04:45.000,Nice and compact. Great product!!,All_Beauty
4,B01J528VDG,2018-05-21 22:17:42.391,"Not too bad, not that spectacular either. It doesn't absorb as much oil as blotting sheets, but it's a good back up if you run out of or forget your rice paper",All_Beauty
